image_name,BoxesString
005859.png,49 113 59 123
007302.png,92 84 103 94
009877.png,44 63 63 77
004880.png,8 97 19 108
000251.png,86 110 103 126
000491.png,54 112 66 124
001369.png,5 41 15 51
003678.png,80 45 94 60
001120.png,43 67 57 80
002145.png,5 65 15 75
006815.png,62 58 72 68
004963.png,12 75 23 86
001458.png,4 38 16 50
002973.png,46 107 56 117
006066.png,59 106 69 117
001917.png,55 65 66 75
001666.png,10 109 27 127
008645.png,17 51 32 65
007367.png,6 24 23 43
002022.png,3 105 17 123
003236.png,102 8 114 20
004062.png,10 113 20 123
008103.png,55 30 65 40
003980.png,65 58 77 69
003444.png,67 71 84 85
009541.png,102 52 114 64
009170.png,97 56 110 67
004567.png,13 42 32 61
008701.png,68 109 81 123
002816.png,80 66 91 77
001672.png,110 89 125 102
006322.png,34 13 53 30
006390.png,60 50 75 65
004629.png,53 93 73 112
001627.png,2 92 18 106
004985.png,64 86 76 97
009638.png,60 24 76 40
008225.png,96 68 110 82
004435.png,30 6 44 20
007271.png,95 3 113 20
007746.png,47 14 62 29
004910.png,75 14 86 26
002042.png,91 74 106 90
009284.png,101 29 117 46
003382.png,104 109 115 121
005742.png,40 51 51 63
004671.png,20 65 37 80
002860.png,32 112 47 124
005479.png,43 36 53 47
009764.png,102 93 113 103
002834.png,4 32 16 44
001948.png,13 14 23 24
001046.png,26 99 36 109
006617.png,55 63 70 77
009609.png,7 19 17 29
006446.png,4 100 18 116
006641.png,113 104 123 115
000192.png,85 34 95 45
008026.png,47 42 61 59
003415.png,70 35 85 49
002766.png,17 9 36 29
004702.png,106 47 121 67
004320.png,110 49 120 60
001197.png,85 111 97 125
006880.png,72 21 87 36
005245.png,72 76 91 96
006739.png,21 34 38 54
002831.png,65 37 75 48
001900.png,70 54 81 64
008912.png,16 111 34 125
009377.png,29 35 40 48
006129.png,110 84 126 100
007716.png,44 93 61 108
001851.png,9 42 21 55
001234.png,107 40 120 57
004443.png,84 21 96 35
006911.png,20 103 35 118
004957.png,83 10 100 28
002231.png,55 82 68 94
006445.png,111 97 125 110
004673.png,111 38 125 51
007592.png,39 113 49 123
004842.png,3 3 17 17
007364.png,55 78 65 88
007640.png,35 110 54 126
005546.png,113 113 123 123
004282.png,49 110 63 126
001483.png,23 53 33 63
003091.png,84 112 95 124
004966.png,27 62 41 77
005620.png,112 92 124 104
009625.png,31 80 43 92
000375.png,110 53 126 71
004949.png,45 3 60 17
000477.png,90 4 108 23
006573.png,6 108 19 121
001077.png,7 99 17 110
005814.png,37 24 49 36
009398.png,70 32 80 42
006712.png,83 68 96 83
007070.png,49 43 59 54
009503.png,6 52 19 66
006508.png,90 85 107 99
002664.png,48 90 60 102
007189.png,110 100 126 116
007945.png,49 4 60 16
003679.png,110 71 123 84
009637.png,112 68 124 79
001682.png,7 50 23 66
003990.png,79 6 92 20
001899.png,109 17 127 35
005958.png,8 99 18 109
000814.png,27 18 41 33
002398.png,46 102 60 119
002326.png,48 109 64 126
000809.png,82 62 93 73
008323.png,36 104 49 117
008792.png,5 75 15 85
002435.png,90 31 102 43
005767.png,22 69 37 88
000934.png,4 4 16 16
007205.png,87 47 98 58
000759.png,67 64 78 74
005188.png,2 15 18 29
006045.png,29 108 40 118
006747.png,72 100 84 113
004465.png,13 10 29 26
004363.png,57 113 67 123
008684.png,39 40 49 51
002953.png,30 61 46 75
001694.png,113 5 123 15
002345.png,28 51 42 64
006326.png,45 43 60 59
004284.png,82 56 97 70
003167.png,90 113 100 123
003158.png,65 34 85 52
005551.png,66 89 79 103
002125.png,3 46 17 62
003065.png,12 93 24 105
004659.png,48 76 59 88
004830.png,83 112 95 124
002788.png,46 82 67 98
005580.png,25 5 36 15
006269.png,31 26 47 43
007683.png,75 50 90 64
001543.png,98 60 109 72
000022.png,113 37 123 47
005475.png,112 4 124 16
009578.png,28 39 43 54
006014.png,69 35 85 50
007768.png,3 14 17 29
001537.png,92 111 107 125
009854.png,96 85 109 97
009652.png,16 6 34 23
000657.png,4 4 16 16
003353.png,10 19 27 34
002363.png,89 105 99 116
006764.png,99 31 113 47
008068.png,19 39 39 60
002053.png,93 110 105 122
003589.png,30 93 43 105
002504.png,43 24 58 36
001608.png,7 98 19 109
000201.png,93 39 110 55
004836.png,110 26 126 40
003687.png,43 17 54 27
009050.png,56 4 70 17
003129.png,71 61 92 83
002530.png,45 29 60 43
005415.png,8 56 26 74
002385.png,65 103 78 115
003188.png,53 104 65 116
000712.png,104 55 121 72
004266.png,5 84 17 97
000486.png,108 74 127 92
004099.png,93 44 108 59
008209.png,29 30 51 52
004487.png,57 91 75 110
005846.png,52 25 67 41
007535.png,110 92 126 109
008919.png,5 112 17 124
004111.png,36 99 47 109
003422.png,101 42 114 56
007209.png,85 33 96 45
008470.png,27 103 41 116
004325.png,3 35 17 48
004841.png,52 43 67 63
004656.png,79 85 92 98
007081.png,98 67 114 82
003683.png,111 32 125 47
009850.png,30 31 48 48
001735.png,84 44 99 58
009871.png,39 93 50 105
005856.png,48 107 58 118
009515.png,14 107 28 124
009757.png,111 7 125 20
000638.png,35 111 46 124
002396.png,87 34 98 44
002836.png,32 5 42 15
009125.png,24 102 36 114
004297.png,11 70 22 80
000695.png,24 88 37 100
002613.png,1 42 19 57
009436.png,109 58 127 75
005510.png,59 37 76 52
004248.png,34 85 45 96
009563.png,113 5 123 15
006772.png,5 14 24 34
000955.png,82 50 99 68
000528.png,71 14 83 28
007216.png,5 25 15 36
001387.png,85 106 98 120
008116.png,112 48 124 59
005640.png,51 35 62 46
008828.png,94 9 108 23
007027.png,63 41 76 54
002399.png,104 108 114 118
007742.png,75 31 87 43
008498.png,36 110 53 126
009894.png,96 46 116 63
007449.png,55 79 72 98
005927.png,3 68 17 86
006559.png,106 97 120 109
003287.png,86 27 103 43
007578.png,81 79 96 94
009595.png,23 57 39 76
000985.png,108 93 123 108
006126.png,110 28 126 41
002923.png,92 101 110 119
004833.png,69 2 89 19
004698.png,85 28 96 39
005118.png,78 69 96 83
005879.png,14 34 28 48
002650.png,18 14 28 24
004355.png,50 31 65 45
009917.png,79 37 91 49;0 67 14 85;92 84 104 96
008270.png,56 110 74 123
008020.png,62 86 77 101
008525.png,21 99 37 114
007179.png,111 65 125 78
004999.png,26 44 41 60
000613.png,53 90 70 106
008075.png,82 89 93 100
004164.png,17 31 27 41
000470.png,70 99 81 110
007025.png,93 95 110 111
007327.png,110 7 120 17
006706.png,0 10 20 31
009673.png,51 17 62 29
006088.png,82 112 97 124
002095.png,44 3 59 17
007055.png,34 16 46 28
005024.png,92 43 106 56
009761.png,91 16 105 30
001406.png,19 26 32 41
005229.png,85 17 96 28
002492.png,71 8 90 27
002293.png,5 21 18 34
004643.png,18 48 33 65
005731.png,107 21 123 35
008996.png,85 39 98 53
002390.png,100 34 114 49
009426.png,109 42 122 59
000101.png,91 112 106 124
004399.png,93 38 111 53
000827.png,96 45 112 62
008128.png,61 110 72 122
003371.png,83 29 99 43
001667.png,112 104 124 116
000002.png,0 43 20 63
008336.png,52 5 62 15
001217.png,47 58 59 70
007377.png,109 93 126 112
001384.png,32 95 44 109
009812.png,67 77 82 93
000021.png,106 39 125 57
007894.png,113 65 123 75
009279.png,103 5 115 15
008869.png,13 110 29 125
005804.png,20 3 36 17
004473.png,38 86 48 96
008793.png,56 90 74 109
008174.png,98 12 112 26
005063.png,80 5 90 15
003755.png,106 17 121 33
004326.png,79 113 90 123
003417.png,64 23 75 34
007612.png,98 15 109 26
009095.png,113 43 123 54
009978.png,119 54 128 64;101 65 113 77;107 69 117 79
000429.png,102 6 119 23
002933.png,53 110 67 126
001144.png,28 46 41 57
009066.png,16 76 29 88
008556.png,11 71 30 91
008107.png,55 25 71 40
000804.png,107 58 118 69
003571.png,112 69 124 82
001988.png,106 107 120 123
005953.png,98 90 109 101
000779.png,45 25 62 39
009583.png,40 32 59 49
007273.png,95 52 109 67
002990.png,74 10 93 30
001642.png,90 88 102 101
006227.png,31 109 44 123
003445.png,14 90 26 103
003739.png,90 93 100 103
005390.png,71 79 89 95
000096.png,5 43 17 56
003429.png,78 44 92 56
002976.png,31 85 48 104
008381.png,113 5 123 15
007482.png,14 71 26 84
001525.png,95 76 112 89
009296.png,4 77 16 90
004681.png,58 76 73 91
005077.png,29 99 43 114
002275.png,94 60 106 71
005076.png,2 2 18 18
002480.png,41 109 53 121
003778.png,79 42 97 58
007124.png,21 69 35 85
007779.png,52 64 63 76
004815.png,112 22 124 34
001485.png,5 108 15 119
006938.png,50 107 62 120
006182.png,71 20 83 32
008006.png,3 19 17 34
005080.png,108 53 118 63
006774.png,4 69 16 81
005320.png,109 90 127 108
004773.png,111 93 125 108
009190.png,1 66 19 85
006263.png,84 84 101 101
005793.png,5 90 15 101
008166.png,102 74 117 90
006667.png,56 42 71 55
009301.png,9 103 28 117
004533.png,78 113 90 123
007329.png,62 4 73 16
006509.png,109 22 127 43
001281.png,79 8 90 19
009320.png,93 95 106 108
003117.png,5 4 15 16
006335.png,59 64 72 79
001755.png,62 27 75 40
005185.png,91 11 105 26
001338.png,94 36 104 46
007101.png,40 75 52 90
004731.png,25 89 37 102
002378.png,6 67 16 78
006647.png,89 16 101 27
002279.png,20 97 36 113
008189.png,76 93 88 105
003456.png,26 98 41 112
002559.png,91 21 108 37
005443.png,96 30 109 45
007873.png,53 60 72 79
001780.png,3 112 17 124
007522.png,77 65 89 76
001923.png,84 33 96 45
006872.png,6 95 20 108
002806.png,68 3 82 17
006804.png,97 107 114 124
006873.png,74 104 88 117
004956.png,21 89 33 101
000582.png,44 44 58 57
009287.png,65 85 79 101
006403.png,70 42 85 57
002217.png,111 2 125 18
000942.png,58 5 69 15
007907.png,85 37 98 52
004508.png,32 94 47 114
005784.png,101 54 113 65
003992.png,82 71 95 85
004564.png,105 52 118 64
006575.png,24 20 39 36
002575.png,2 46 18 65
001333.png,70 104 80 114
004738.png,28 109 44 127
006964.png,8 93 25 111
001476.png,104 51 126 69
001827.png,49 63 61 75
008782.png,39 5 49 15
006379.png,109 113 119 123
005338.png,108 86 123 105
009556.png,101 85 112 96
001298.png,88 32 100 44
006861.png,110 94 126 110
006070.png,29 57 45 70
003019.png,110 110 120 121
007319.png,5 49 15 60
000933.png,18 5 32 17
008554.png,19 45 36 61
009559.png,79 90 90 103
007234.png,65 37 76 48
006621.png,25 16 37 29
001535.png,46 90 62 106
007721.png,98 100 118 118
006061.png,84 4 95 16
008752.png,14 87 30 102
002620.png,77 7 90 19
003404.png,11 54 29 70
005920.png,49 28 66 43
009282.png,0 91 21 106
007086.png,13 97 29 113
004675.png,71 57 88 71
009548.png,104 49 122 66
004746.png,36 47 47 57
002211.png,93 56 108 72
001360.png,109 36 126 53
007248.png,24 43 34 53
007484.png,48 113 58 123
000519.png,101 44 114 56
006737.png,44 102 60 116
003279.png,54 112 65 123
003013.png,87 8 99 20
000283.png,10 40 28 54
006290.png,110 64 126 79
002355.png,85 96 98 107
008830.png,71 90 81 102
002631.png,36 66 48 79
008370.png,54 56 70 69
006450.png,111 79 125 93
001990.png,21 46 35 59
003464.png,107 108 120 120
001398.png,21 4 34 16
004856.png,82 96 95 111
000762.png,11 80 33 97
001492.png,5 85 15 96
000755.png,2 29 18 45
000294.png,109 84 120 95
009834.png,103 91 119 107
005152.png,72 84 83 95
006451.png,34 88 44 98
007774.png,32 57 42 67
006261.png,72 73 88 93
009480.png,25 91 39 104
009608.png,64 4 75 16
008648.png,17 19 29 30
006096.png,70 109 87 127
005008.png,54 93 68 107
007810.png,75 31 87 41
007405.png,74 53 88 67
004921.png,70 66 85 86
001006.png,31 71 48 87
000562.png,10 65 26 80
002294.png,5 57 16 68
005760.png,90 91 100 101
006879.png,68 30 78 40
004359.png,84 113 96 123
000051.png,79 5 96 24
001258.png,87 5 98 15
007637.png,95 42 111 62
000611.png,70 73 83 85
003217.png,109 3 127 17
007897.png,1 17 19 35
004525.png,109 100 125 115
005492.png,104 88 114 98
004590.png,26 113 37 123
004478.png,55 39 65 49
002898.png,23 21 39 37
003871.png,10 74 21 85
004769.png,89 65 103 81
006836.png,5 0 25 20
005226.png,36 104 53 121
004245.png,38 63 52 74
001877.png,3 94 17 110
005562.png,61 56 81 76
008333.png,4 38 16 50
001871.png,41 52 53 65
006906.png,14 27 30 43
006222.png,15 77 25 87
006478.png,5 2 21 18
006597.png,73 2 92 21
003870.png,96 79 108 93
002085.png,57 108 78 125
001539.png,80 27 98 47
007606.png,5 87 15 97
006344.png,20 101 37 119
005247.png,72 10 87 25
000494.png,20 42 31 54
002191.png,91 112 106 124
000937.png,23 71 41 88
002896.png,64 59 76 73
002180.png,106 110 121 126
002423.png,91 83 102 94
004114.png,51 77 62 88
007667.png,52 69 69 87
000996.png,3 58 17 75
006212.png,93 39 110 57
000288.png,16 100 32 115
001420.png,105 13 116 25
006910.png,89 10 101 21
009658.png,44 78 55 90
002956.png,78 16 93 30
007847.png,38 111 49 123
005907.png,2 62 18 76
006857.png,35 27 51 43
005986.png,80 69 90 80
003258.png,23 99 33 109
007018.png,71 83 83 94
005153.png,45 93 61 109
001815.png,113 95 123 106
000119.png,100 112 113 124
007207.png,7 50 22 65
008901.png,107 35 119 50
002063.png,100 4 113 18
001643.png,65 15 85 31
004906.png,47 110 58 120
007607.png,107 96 121 108
001700.png,8 12 25 30
000704.png,17 49 29 60
001992.png,95 4 106 16
006295.png,21 50 38 70
001481.png,54 29 75 49
007131.png,110 72 122 84
001742.png,42 3 55 17
009777.png,43 29 57 43
008773.png,53 112 65 124
005228.png,2 18 18 34
004735.png,48 17 65 36
000592.png,90 43 109 59
007877.png,103 98 116 112
008300.png,3 111 17 125
007257.png,110 72 121 83
005497.png,100 63 116 78
007320.png,66 75 78 90
007391.png,75 15 85 25
009447.png,89 24 99 34
004327.png,75 62 85 72
005607.png,49 48 63 61
005902.png,96 83 115 99
007723.png,93 64 104 74
005243.png,14 26 33 46
009025.png,30 4 43 16
005364.png,95 15 105 25
009690.png,93 46 108 61
003661.png,66 9 76 19
005419.png,42 3 56 17
008022.png,112 96 124 107
008435.png,74 40 87 53
004075.png,68 91 84 106
000722.png,97 30 114 50
008597.png,9 106 19 116
004265.png,105 99 115 109
002473.png,0 105 21 121
000889.png,97 9 109 22
000703.png,15 8 29 22
000523.png,28 63 48 81
004172.png,25 91 39 104
001297.png,113 112 123 124
000482.png,71 96 82 106
003612.png,28 88 39 99
007800.png,5 34 16 46
009060.png,10 10 24 25
005504.png,43 98 55 110
007057.png,42 41 53 55
005660.png,2 15 18 31
004027.png,15 75 28 89
002928.png,70 25 83 39
005051.png,34 46 51 64
000270.png,65 5 76 15
006608.png,3 75 17 91
004096.png,48 41 58 51
007892.png,2 17 17 30
001367.png,4 110 17 123
005402.png,12 39 26 58
007054.png,107 100 117 110
009497.png,100 77 115 92
003106.png,54 38 64 48
004426.png,60 106 76 122
002437.png,30 81 47 99
008628.png,7 104 22 122
009482.png,90 25 103 39
003895.png,26 14 45 32
009202.png,20 22 30 32
003373.png,3 102 17 117
003121.png,40 4 52 16
000890.png,53 21 64 31
003280.png,61 71 73 83
005988.png,32 39 49 56
001583.png,71 78 82 88
000606.png,58 5 69 15
005251.png,8 108 20 120
005233.png,26 79 38 91
008827.png,60 50 71 61
007650.png,18 108 35 128
005596.png,15 62 25 72
006006.png,63 109 83 127
004255.png,46 12 56 22
006226.png,110 63 125 75
008622.png,86 0 108 21
009360.png,109 89 119 99
001606.png,64 80 80 99
008758.png,84 15 94 25
009322.png,1 78 19 93
003966.png,106 94 122 111
008046.png,54 78 64 88
009958.png,26 0 40 9;25 82 39 98;11 104 21 114
005621.png,36 81 56 99
009327.png,102 93 120 111
005418.png,96 6 106 16
005265.png,30 101 42 113
008410.png,3 72 17 87
005786.png,76 63 91 79
006722.png,4 40 16 53
007833.png,69 34 81 45
003319.png,61 41 75 53
001306.png,59 111 74 125
002234.png,60 61 75 79
008778.png,11 10 25 26
009693.png,50 108 65 126
007323.png,10 111 22 125
003751.png,14 65 27 80
007156.png,109 69 127 87
000737.png,2 55 18 74
008540.png,91 52 105 67
007799.png,57 91 69 106
007418.png,6 43 16 53
003286.png,31 23 44 37
003514.png,113 92 123 103
000572.png,48 66 64 80
006638.png,110 110 125 126
009187.png,83 20 100 36
007966.png,13 13 30 30
001952.png,111 102 125 116
008960.png,112 81 124 94
007286.png,76 113 86 123
006599.png,12 98 32 118
003334.png,102 32 116 45
006409.png,110 84 126 100
005003.png,39 6 53 20
005541.png,74 78 87 96
000862.png,76 41 94 60
001148.png,85 99 95 109
000850.png,62 111 75 125
009686.png,91 62 106 81
003003.png,7 20 21 38
000776.png,4 34 19 49
009349.png,111 94 125 107
007811.png,67 59 83 76
004215.png,84 6 98 19
009313.png,110 4 126 20
002996.png,78 110 92 126
008402.png,69 5 79 15
009789.png,106 14 116 24
006635.png,85 51 101 68
005752.png,80 113 90 123
003011.png,62 29 79 45
005004.png,73 104 87 121
003102.png,39 50 50 61
003765.png,70 14 80 24
000303.png,87 36 98 47
008302.png,42 63 57 78
004032.png,35 96 52 114
007829.png,110 28 126 45
007644.png,113 66 123 77
005692.png,23 31 38 46
006645.png,54 40 67 52
006601.png,110 78 126 93
003566.png,67 94 85 107
001610.png,11 5 22 15
004225.png,8 33 22 47
001719.png,0 73 19 89
002469.png,26 99 38 110
002186.png,101 29 118 49
005583.png,45 10 58 23
005271.png,112 109 124 124
002572.png,51 78 64 90
008519.png,0 110 20 126
007616.png,61 32 74 45
004741.png,77 107 87 117
006949.png,63 11 76 23
005426.png,31 49 46 64
000505.png,57 11 68 23
005450.png,13 44 24 54
008208.png,60 23 70 33
004009.png,25 73 36 84
007188.png,59 99 73 113
004052.png,45 78 56 89
009794.png,4 82 16 95
000385.png,77 13 94 30
004230.png,55 15 73 31
006825.png,16 86 34 101
000031.png,74 14 85 28
002594.png,101 2 117 18
006158.png,67 60 81 74
006852.png,38 112 50 124
003295.png,79 10 90 21
000683.png,62 51 74 62
008928.png,45 3 59 17
002697.png,79 23 89 33
008580.png,26 85 36 95
008517.png,58 35 68 46
005534.png,58 63 69 74
007387.png,28 10 45 24
005531.png,67 33 78 45
006962.png,72 4 83 16
004729.png,111 101 123 112
003034.png,26 38 36 48
006934.png,83 21 103 36
001524.png,97 109 115 127
003501.png,49 6 65 21
004083.png,4 9 16 20
001956.png,38 111 54 125
006676.png,3 18 17 33
006100.png,94 95 105 106
005417.png,69 109 88 127
007266.png,2 39 18 56
000589.png,30 109 41 121
001411.png,29 105 41 115
009015.png,22 22 33 32
006679.png,111 106 125 120
004385.png,52 111 68 125
006912.png,37 79 49 91
000707.png,101 33 119 51
006564.png,25 59 42 74
002506.png,93 0 113 20
001677.png,74 22 84 32
009197.png,32 65 43 77
004313.png,40 65 50 75
008395.png,80 3 94 17
009468.png,31 70 42 81
003584.png,45 91 60 106
000406.png,20 56 35 72
009432.png,53 13 66 26
006534.png,44 78 60 94
008090.png,26 65 41 80
008501.png,89 106 104 119
009032.png,56 83 69 99
001242.png,60 27 73 40
009410.png,2 41 18 58
008611.png,28 5 39 15
000978.png,52 7 68 20
007968.png,61 26 76 40
002601.png,110 109 126 125
003717.png,48 44 61 57
003919.png,73 89 88 106
005699.png,28 0 46 20
006482.png,109 41 122 55
004418.png,17 39 31 58
000998.png,73 14 85 28
001325.png,21 18 35 31
001844.png,4 35 19 53
001904.png,87 5 97 15
003688.png,44 110 60 126
003652.png,62 83 78 98
009779.png,91 60 102 71
004604.png,105 73 121 92
